"IdNormativa";"TipoNormativa";"Titulo";"OrganoResp";"IdAprobadoPorOrg";"AprobadoPorOrg";"IdEntidad";"Entidad";"IdEstructuraResponsable";"EstructuraResponsable";"Caracter";"FAprobado";"FEntradaVigor";"Descripcion";"Documento";"BOUPV";"Numero";"TextoConsolidado";"Vigente";"FFinVigencia";"CreadoPor";"FCreado";"ModificadoPor";"FModificado";"Comentarios";"ContenidoCAS";"ContenidoVAL";"Verificada"
274;"Normativa";"Normativa por la que se regula la realización de actos extraordinarios de evaluación en estudios de Grado y Máster";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";3/11/2011 0:00:00;3/11/2011 0:00:00;"Normativa por la que se regula la realización de actos extraordinarios de evaluación en estudios de Grado y Máster (CG 03-11-2011) - BOUPV 53
Aprobada por el Consejo de Gobierno en su sesión de 3 de noviembre de 2011";;"53";;0;0;31/8/2012 0:00:00;"fmbaena";25/2/2021 12:16:10;"p4c0b43n4";16/11/2023 18:09:24;"Se modifica el calendario académico universitario del curso 2011-2012";;;1
275;"Normativa";"Normativa de la UPV por la que se establece el procedimiento y las condiciones para el establecimiento de Convenios de Doble Titulación";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";3/11/2011 0:00:00;3/11/2011 0:00:00;"Normativa de la Universitat Politècnica de València por la que se establece el procedimiento y las condiciones para el establecimiento de Convenios de Doble Titulación (CG 03-11-2011) - BOUPV 53
Aprobada por el Consejo de Gobierno en su sesión de 3 de noviembre de 2011";;"53";;0;0;;"fmbaena";25/2/2021 12:16:51;"p4c0b43n4";16/11/2023 18:58:52;;;;1
276;"Procedimiento";"Manual de Evaluación de la Actividad de Internacionalización de los Centros de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";3/11/2011 0:00:00;3/11/2011 0:00:00;"Manual de Evaluación de la Actividad de Internacionalización de los Centros de la Universitat Politècnica de València (CG 03-11-2011) - BOUPV 53
Aprobado por el Consejo de Gobierno en su sesión de 3 de noviembre de 2011";;"53";;0;0;;"fmbaena";25/2/2021 12:17:25;"fmbaena";25/2/2021 12:18:45;;;;1
277;"Acuerdo";"Constitución de una sociedad promotora de intereses y servicios de la UPV";2;100;"Consejo Social";30;"Consejo Social";;;"Público";9/11/2011 0:00:00;9/11/2011 0:00:00;"Constitución de una sociedad promotora de intereses y servicios de la Universitat Politècnica de València (CS 09-11-2011) - BOUPV 53
Aprobada por el Consejo Social en su sesión de 9 de noviembre de 2011";;"53";;0;0;;"fmbaena";25/2/2021 12:21:05;"fmbaena";25/2/2021 12:21:27;;;;1
278;"Informe";"Convenios firmados por la UPV y depositados en la Secretaría General de la universidad desde la publicación anterior del BOUPV";2;;;;;;;"Público";2/12/2011 0:00:00;;"Convenios firmados por la Universitat Politècnica de València y depositados en la Secretaría General de la Universitat desde la publicación del anterior número del BOUPV - BOUPV 53";;"53";;0;0;;"fmbaena";25/2/2021 12:21:44;"fmbaena";25/2/2021 12:22:05;;;;1
279;"Acuerdo";"Acuerdos del Consejo de Gobierno de 15 de diciembre de 2011";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";15/12/2011 0:00:00;;"Acuerdos del Consejo de Gobierno de 15 de diciembre de 2011 (CG 15-12-2011) - BOUPV 54
	· Aprobación de la adecuación de diversas Comisiones del Consejo de Gobierno
	· Aprobación de la elección del Sr. Antonio José de Hoces Grau como representante de los estudiantes en el Consejo Valenciano de Universidades
	· Aprobación de la elección del Sr. Antonio José de Hoces Grau como representante de los estudiantes en el Consejo 	Social
	· Aprobación de la elección del Sr. Nemesio Fernández Martínez como representante del Consejo de Gobierno en el Consejo Valenciano de Universidades
	· Aprobación de la concesión de la Medalla de la Universitat Politècnica de València al Honorable Moriteru Ueshiba
	· Aprobación de la concesión de la Medalla XXV Años de la Universitat Politècnica de València
	· Aprobación del calendario de sesiones del Consejo de Gobierno para el año 2012
	· Aprobación del Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la Universitat Politècnica de València
	· Aprobación de la Normativa de los estudios de doctorado en la Universitat Politècnica de València
	· Aprobación de la modificación parcial de la Normativa que regula la admisión de estudiantes con estudios universitarios oficiales parciales españoles o estudios universitarios extranjeros 
	· Aprobación del nuevo convenio entre la UVEG y la UPV para impartir el Máster Interuniversitario en Investigación Matemática
	· Aprobación de la autorización para la preparación de la memoria de verificación del Máster Universitario en Gestión de la Información
	· Aprobación de la modificación de la Relación de Puestos de Trabajo del personal docente e investigador
	· Aprobación del POD para el curso 2012-2013
	· Aprobación de la Normativa reguladora del Servicio de Microscopía Electrónica de la Universitat Politècnica de València
	· Aprobación del nombramiento como Doctor Honoris Causa del Sr. José Luis Arzuaga Ferreras
	· Aprobación de la renovación de la Unidad Asociada del Centro de Tecnologías Físicas y el Instituto de Ciencias de Materiales del CSIC
	· Aprobación del reconocimiento de Advanced Wave Sensors, SL, como empresa de base tecnológica y de la participación de la Universitat Politècnica de València
	· Aprobación del reconocimiento de Apeiron Medical, SL, como empresa spin-off de la Universitat Politècnica de València
	· Aprobación del reconocimiento de Icados Innovación y Tecnología, SL, (ICA2) como empresa spin-off de la Universitat Politècnica de València
	· Aprobación de los siguientes Títulos Propios:
		· Especialista Universitario en Conservación y Restauración de Mobiliario y Artes Decorativas
		· Especialista Universitario en Economía Agroalimentaria y del Medio Ambiente
		· Especialista Universitario en Comercio Electrónico
		· Especialista Profesional en Comercio Electrónico
	· Aprobación de perfiles y tribunales de plazas de cuerpos docentes universitarios
	· Aprobación de la evaluación curricular de alumnos";;"54";;0;0;;"fmbaena";25/2/2021 12:22:33;"fmbaena";25/2/2021 12:23:02;;;;1
280;"Acuerdo";"Acuerdos del Consejo Social de 19 de diciembre de 2011";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2011 0:00:00;;"Acuerdos del Consejo Social de 19 de diciembre de 2011 (CS 19-12-2011) - BOUPV 54
	· Aprobación de las tasas de los siguientes Títulos Propios:
		· Especialista Universitario en Conservación y Restauración de Mobiliario y Artes Decorativas
		· Especialista Universitario en Economía Agroalimentaria y del Medio Ambiente
		· Especialista Universitario en Comercio Electrónico
		· Especialista Profesional en Comercio Electrónico
	· Aprobación del reconocimiento de Advanced Wave Sensors como empresa de base tecnológica y de la participación de la Universitat Politècnica de València en la misma
	· Aprobación de reconocimiento de Apeiron Medical como empresa spin-off de la Universitat Politècnica de València
	· Aprobación del reconocimiento de ICA2 como empresa spin-off de la Universitat Politècnica de València
	· Aprobación de la modificación parcial del Acuerdo por el que se aprueba la cesión de espacios en la Ciudad Politécnica de la Innovación a empresas, asociaciones y entidades sin ánimo de lucro
	· Aprobación de la Resolución del Rector de adscripción de las instalaciones de la Escuela Infantil
	· Aprobación del acuerdo de asignación de retribuciones adicionales al profesorado de esta Universitat que ha optado por el sistema de la Generalitat Valenciana, correspondiente al ejercicio 2011 (méritos considerados hasta el 31 de diciembre de 2010)
	· Aprobación de la prórroga del Convenio de Colaboración suscrito entre la Confederación Empresarial Valenciana y la Universitat Politècnica de València para el desarrollo de la Unidad de Orientación Empresarial (UNOE)
	· Aprobación de la reducción de la percepción de las indemnizaciones por asistencia de los vocales del Consejo Social
	· Aprobación del calendario de sesiones del Consejo Social para el año 2012
	· Aprobación del informe de modificación de la Relación de Puestos de Trabajo del personal docente e investigador de la Universitat Politècnica de València
	· Aprobación del presupuesto 2012 de la Universitat Politècnica de València
	· Aprobación de la adscripción de vocales del Consejo Social al Consejo de Gobierno y a la Comisión de Relaciones con la Sociedad
	· Aprobación de la modificación de la memoria de verificación de Grados para incluir los itinerarios de retitulación de Ingenieros Técnicos
	· Aprobación de las memorias de verificación de los Másteres Universitarios a impartir por el Centro Adscrito Berklee-Valencia
	· Aprobación de la modificación de memorias de verificación de Másteres Universitarios
	· Aprobación del cambio de adscripción de ERT del Máster de Dirección y Gestión de Proyectos";;"54";;0;0;;"fmbaena";25/2/2021 12:23:17;"fmbaena";25/2/2021 12:24:02;;;;1
281;"Reglamento";"Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";15/12/2011 0:00:00;15/12/2011 0:00:00;"Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la Universitat Politècnica de València (CG 15-12-2011) - BOUPV 54
Aprobado por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011";;"54";;0;0;30/4/2020 0:00:00;"fmbaena";25/2/2021 12:24:13;"p4c0b43n4";28/10/2023 11:35:38;"Deroga: 
  Reglamento para la Creación y Funcionamiento de Cátedras de Empresa aprobado por el Consejo de Gobierno de 16 de diciembre de 2010 (BOUPV 44)";;;1
282;"Normativa";"Normativa de los estudios de Doctorado en la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";15/12/2011 0:00:00;16/12/2011 0:00:00;"Normativa de los estudios de Doctorado en la Universitat Politècnica de València (CG 15-12-2011) - BOUPV 54
Aprobada por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011";;"54";;0;0;11/3/2024 0:00:00;"fmbaena";25/2/2021 12:26:07;"p4c0b43n4";8/7/2024 19:15:35;"Deroga: 
  Reglamento por el que se aprueba la Normativa para el Desarrollo del Posgrado Oficial: Máster y Doctorado aprobado en Consejo de Gobierno de 27 de julio de 2006 (BOUPV 0) y modificado el 19 de junio de 2008 por el Consejo de Gobierno en su sesión de 19 de junio de 2008 (BOUPV 17)";;;1
283;"Normativa";"Normativa reguladora del Servicio de Microscopía Electrónica de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";15/12/2011 0:00:00;16/12/2011 0:00:00;"Normativa reguladora del Servicio de Microscopía Electrónica de la Universitat Politècnica de València (CG 15-12-2011) - BOUPV 54
Aprobada por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011";;"54";;0;0;;"fmbaena";25/2/2021 12:28:28;"p4c0b43n4";16/11/2023 18:02:41;"Deroga: 
  Normas del Servicio de Microscopía Electrónica aprobadas por la Junta de Gobierno de 18 de diciembre de 1990";;;1
284;"Presupuesto";"Resumen del presupuesto de la UPV para 2012";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2011 0:00:00;1/1/2012 0:00:00;"Resumen del presupuesto de la Universitat Politècnica de València para 2012 (CS 19-12-2011) - BOUPV 54
Aprobado por el Consejo Social en su sesión de 19 de diciembre de 2011";;"54";;0;0;31/12/2012 0:00:00;"fmbaena";25/2/2021 12:29:40;"p4c0b43n4";1/11/2023 19:42:13;;;;1
285;"Acuerdo";"Concesión de la Medalla XXV Años de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";15/12/2011 0:00:00;;"Concesión de la Medalla XXV Años de la Universitat Politècnica de València (CG 15-12-2011) - BOUPV 54
Aprobada por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011";;"54";;0;0;;"fmbaena";25/2/2021 12:30:25;"fmbaena";25/2/2021 12:30:52;;;;1
286;"Informe";"Convenios firmados por la UPV y depositados en la Secretaría General de la universidad desde la publicación anterior del BOUPV";2;;;;;;;"Público";24/1/2012 0:00:00;;"Convenios firmados por la Universitat Politècnica de València y depositados en la Secretaría General de la Universitat desde la publicación del anterior número del BOUPV - BOUPV 55";;"55";;0;0;;"fmbaena";25/2/2021 12:31:30;"fmbaena";25/2/2021 12:32:01;;;;1
287;"Acuerdo";"Acuerdos del Consejo de Gobierno de 1 de febrero de 2012";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;;"Acuerdos del Consejo de Gobierno de 1 de febrero de 2012 (CG 01-02-2012) - BOUPV 56
	· Aprobación de elección del Sr. Antonio José de Hoces Grau como representante de los alumnos en la Junta Electoral
	· Aprobación de elección del Sr. Jaime Busquets Mataix como representante del PAS en la Comisión Permanente
	· Aprobación de adecuación de la Comisión de Evaluación de la Docencia, con el nombramiento del Sr. Nemesio Fernández Martínez, y de la Comisión de Garantías, con el 
	· Aprobación del modelo de Reglamento de Escuela o Facultad de la Universitat Politècnica de València
	· Aprobación de modificación parcial del Reglamento del Departamento de Química
	· Aprobación del Compromiso institucional con las políticas de igualdad
	· Aprobación de la Normativa de creación del Registro Electrónico de la Universitat Politècnica de València 
	· Aprobación de las memorias de verificación de programas de Doctorado
	· Aprobación de la memoria de verificación de los siguientes Grados:
		· Grado en Gestión Turística
		· Grado en Comunicación Audiovisual
		· Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos
		· Grado en Ingeniería Eléctrica
		· Grado en Ingeniería Mecánica
	· Aprobación de la modificación de la memoria de verificación de los siguientes Másteres Universitarios:
		· Máster Universitario en Tecnologías, Sistemas y Redes de Comunicaciones
		· Máster Universitario en Gestión de Empresas, Productos y Servicios
	· Aprobación de la memoria de verificación del Grado en Ingeniería Biomédica
	· Aprobación de la memoria de verificación del Máster Universitario en Gestión de la Información
	· Aprobación de la oferta de plazas en títulos oficiales para el curso 2012-2013
	· Aprobación del calendario académico para el curso 2012-2013
	· Aprobación de la solicitud a la Comisión Gestora de las PAU de la implementación de una prueba específica de idioma para los estudiantes procedentes de países de lengua no castellana para las titulaciones de la EPS de Gandia
	· Aprobación del reconocimiento de Fent Innovative Software Solutions, SL, como empresa de base tecnológica y de la participación de la Universitat Politècnica de València en la misma
	· Aprobación del Reglamento de la Editorial de la Universitat Politècnica de València
	· Aprobación de la solicitud de Comisión de Servicios
	· Aprobación de modificación de la Relación de Puestos de Trabajo del Personal Docente e Investigador
	· Aprobación de las normas reguladoras de los estudios y actividades de Formación Permanente de la Universitat Politècnica de València";;"56";;0;0;;"fmbaena";25/2/2021 14:05:05;"fmbaena";25/2/2021 14:14:05;;;;1
288;"Acuerdo";"Acuerdos del Consejo Social de 20 de febrero de 2012";2;100;"Consejo Social";30;"Consejo Social";;;"Público";20/2/2012 0:00:00;;"Acuerdos del Consejo Social de 20 de febrero de 2012 (CS 20-02-2012) - BOUPV 56
	· Aprobación de la modificación de las memorias de verificación de los siguientes títulos de Grado:
		· Grado en Gestión Turística
		· Grado en Comunicación Audiovisual
		· Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos
		· Grado en Ingeniería Eléctrica
		· Grado en Ingeniería Mecánica
	· Aprobación de la modificación de las memorias de verificación de los siguientes títulos de másteres universitarios:
		· Máster Universitario en Tecnologías, Sistemas y Redes de Comunicaciones
		· Máster Universitario en Gestión de Empresas, Productos y Servicios
	· Aprobación de la memoria de verificación del Grado en Ingeniería Biomédica
	· Aprobación de la memoria de verificación del Máster Universitario en Gestión de la Información
	· Aprobación del reconocimiento de FENTISS como empresa de base tecnológica y de la participación de la Universitat Politècnica de València 
	· Aprobación del Plan de actuaciones del Consejo Social del año 2012";;"56";;0;0;;"fmbaena";25/2/2021 14:14:05;"fmbaena";25/2/2021 14:14:28;;;;1
289;"Acuerdo";"Modelo de Reglamento de Escuela o Facultad de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;1/2/2012 0:00:00;"Modelo de Reglamento de Escuela o Facultad de la Universitat Politècnica de València (CG 01-02-2012) - BOUPV 56
Aprobado por el Consejo de Gobierno en su sesión de 1 de febrero de 2012";;"56";;0;0;;"fmbaena";25/2/2021 14:14:47;"p4c0b43n4";16/11/2023 20:15:27;;;;1
290;"Acuerdo";"Compromiso institucional con las políticas de igualdad";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;2/2/2012 0:00:00;"Compromiso institucional con las políticas de igualdad (CG 01-02-2012) - BOUPV 56
Aprobado por el Consejo de Gobierno en su sesión de 1 de febrero de 2012
Creación de las siguientes comisiones de carácter general:
	- Comisión de Igualdad";;"56";;0;0;;"fmbaena";25/2/2021 14:16:31;"fmbaena";25/2/2021 14:17:04;;;;1
291;"Acuerdo";"Límites de admisión. Curso 2012-2013";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;1/2/2012 0:00:00;"Límites de admisión. Curso 2012-2013 (CG 01-02-2012) - BOUPV 56
Aprobados por el Consejo de Gobierno en su sesión de 1 de febrero de 2012";;"56";;0;0;30/9/2013 0:00:00;"fmbaena";25/2/2021 14:17:29;"fmbaena";25/2/2021 14:18:33;;;;1
292;"Acuerdo";"Calendario académico universitario. Curso 2012-2013";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;2/2/2012 0:00:00;"Calendario académico universitario. Curso 2012-2013 (CG 01-02-2012) - BOUPV 56
Aprobado por el Consejo de Gobierno en su sesión de 1 de febrero de 2012";;"56";;0;0;30/9/2013 0:00:00;"fmbaena";25/2/2021 14:18:33;"fmbaena";25/2/2021 14:18:56;;;;1
293;"Reglamento";"Reglamento de la Editorial de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;2/2/2012 0:00:00;"Reglamento de la Editorial de la Universitat Politècnica de València (CG 01-02-2012) - BOUPV 56
(Aprobado por el Consejo de Gobierno en su sesión de 1 de febrero de 2012)";;"56";;0;0;;"fmbaena";25/2/2021 14:19:07;"fmbaena";25/2/2021 14:19:30;"Deroga: 
  Reglamento del Servicio de Publicaciones aprobado por la Junta de Gobierno de 1 de octubre de 1986";;;1
294;"Normativa";"Normas reguladoras de los estudios y actividades de Formación Permanente de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/2/2012 0:00:00;2/2/2012 0:00:00;"Normas reguladoras de los estudios y actividades de Formación Permanente de la Universitat Politècnica de València (CG 01-02-2012) - BOUPV 56
Aprobadas por el Consejo de Gobierno en su sesión de 1 de febrero de 2012";;"56";;0;0;20/7/2017 0:00:00;"fmbaena";25/2/2021 14:19:45;"p4c0b43n4";6/11/2023 18:16:28;"Deroga:
  Quedan expresamente derogados los siguientes Acuerdos del Consejo de Gobierno, del Consejo de Gobierno Provisional y de la Junta de Gobierno:
	a) Acuerdo de la Junta de Gobierno de 3 de noviembre de 1994 por el que se aprobaron las Normas Reguladoras de 	Postgrado de la Universitat Politècnica de València.
	b) Acuerdo de la Junta de Gobierno de 27 de febrero de 1997 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	c) Acuerdo de la Junta de Gobierno de 30 de octubre de 1997 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	d) Acuerdo de la Junta de Gobierno de 25 de marzo de 1999 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	e) Acuerdo del Consejo de Gobierno Provisional de 29 de enero de 2004 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	f) Acuerdo del Consejo de Gobierno de 2 de marzo de 2006 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	g) Acuerdo del Consejo de Gobierno de 27 de julio de 2006 por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.
	h) Acuerdo del Consejo de Gobierno CG 13/03/2008, de Modificación de la Normativa reguladora de los estudios de formación permanente de la UPV, de 13 de marzo de 2008 (BOUPV 14), por el que se modifican las Normas Reguladoras de Postgrado de la Universitat Politècnica de València de 3 de noviembre de 1994.";;;1
295;"Corrección de erratas";"Corrección de erratas en el Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la UPV, aprobado CG 15-12-2011";2;;;;;;;"Público";6/3/2012 0:00:00;15/12/2011 0:00:00;"Corrección de erratas en el Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la Universitat Politècnica de València, aprobado por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011 - BOUPV 56";;"56";;0;0;30/4/2020 0:00:00;"fmbaena";25/2/2021 14:21:45;"p4c0b43n4";28/10/2023 11:35:33;"Corrección de erratas:
  Reglamento para la Creación y Funcionamiento de Cátedras y Aulas de Empresa de la Universitat Politècnica de València, aprobado por el Consejo de Gobierno en su sesión de 15 de diciembre de 2011 (BOUPV 54)";;;1
296;"Acuerdo";"Acuerdos del Consejo de Gobierno de 8 de marzo de 2012";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";8/3/2012 0:00:00;;"Acuerdos del Consejo de Gobierno de 8 de marzo de 2012 (CG 08-03-2012) - BOUPV 57
	· Aprobación de la designación de D. Ricardo Server Izquierdo como representante de la Universitat Politècnica de València en el Consejo Social de la Ciudad de Valencia
	· Aprobación de la participación de la Universitat Politècnica de València en la Fundación para la Promoción Estratégica, el Desarrollo y la Innovación Urbana
	· Aprobación del modelo de Reglamento de Departamentos de la Universitat Politècnica de València
	· Aprobación del Reglamento por el que se establece la normativa sobre prácticas en empresas e instituciones de los alumnos de la Universitat Politècnica de València
	· Aprobación del Reglamento de Régimen Electoral de la Universitat Politècnica de València
	· Aprobación de la convocatoria de elecciones y calendario en Escuelas, Facultades, Departamentos e Institutos
Universitarios de Investigación
	· Aprobación del nombramiento de D. José Miguel Corberán Salvador como representante del personal docente e investigador en la Comisión Permanente, al objeto de incluir un representante del colectivo de Directores de Estructuras Propias de Investigación
	· Aprobación del procedimiento para la ampliación extraordinaria de matrícula para el segundo semestre del curso 2012-13
	· Aprobación de los criterios generales para el diseño de los Másteres universitarios provenientes de la adaptación de títulos de primero más segundo ciclo o de solo segundo ciclo impartidos en los Centros de la Universitat Politècnica de València
	· Aprobación del análisis de implantación de los estudios de Ingeniería Técnica de Telecomunicación en los Campus de Vera y Gandia
	· Aprobación de D. Miguel Ángel Miranda Alonso como candidato a los Premios Rey D. Jaime I 2012, en el área de investigación básica
	· Aprobación de la modificación de la relación de puestos de trabajo del personal docente e investigador
	· Aprobación de los siguientes Títulos Propios:
		· Especialista Universitario en Análisis y Diseño de Redes de Agua
		· Especialista Universitario en Seguridad de la Información
		· Especialista Universitario en Diseño y Configuración de Redes Seguras
	· Aprobación de la evaluación curricular de alumnos";;"57";;0;0;;"fmbaena";25/2/2021 14:23:43;"fmbaena";25/2/2021 14:24:25;;;;1
297;"Acuerdo";"Modelo de Reglamento de Departamento de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";8/3/2012 0:00:00;;"Modelo de Reglamento de Departamento de la Universitat Politècnica de València (CG 08-03-2012) - BOUPV 57
Aprobado por el Consejo de Gobierno en su sesión de 8 de marzo de 2012";;"57";;0;0;;"fmbaena";25/2/2021 14:24:33;"fmbaena";25/2/2021 14:24:54;;;;1
298;"Criterios";"Criterios generales para el diseño de los másteres universitarios";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";8/3/2012 0:00:00;9/3/2012 0:00:00;"Criterios generales para el diseño de los másteres universitarios provenientes de la adaptación de títulos de primero maás segundo o de sólo segundo ciclo impartidos en la Universiad Politécnica de Valencia (CG 08-03-2012) - BOUPV 57
Aprobados por el Consejo de Gobierno en su sesión de 8 de marzo de 2012";;"57";;0;0;;"fmbaena";25/2/2021 14:25:10;"fmbaena";25/2/2021 14:25:31;;;;0
299;"Reglamento";"Reglamento de Régimen Electoral de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";8/3/2012 0:00:00;9/3/2012 0:00:00;"Reglamento de Régimen Electoral de la Universitat Politècnica de València (CG 08-03-2012) - BOUPV 57
Aprobado por el Consejo de Gobierno en su sesión de 8 de marzo de 2012";;"57";;0;0;;"fmbaena";25/2/2021 14:25:44;"p4c0b43n4";28/10/2023 7:44:25;"Deroga: 
  Reglamento de Régimen Electoral de la Universitat Politècnica de València aprobado por el Acuerdo del Consejo de Gobierno Provisional de fecha 14 de enero de 2004 y modificado por los Acuerdos del Consejo de Gobierno Provisional de 29 de enero de 2004, 6 de abril de  2004, 11 de enero de 2005 y 29 de septiembre de 2005 y por el Acuerdo del Consejo de Gobierno de 13 de marzo de 2008 (NO publicado en el BOUPV 14)
  Texto consolidado del Reglamento de Régiman Electoral de la Universidad Politécnica de Valencia (BOUPV 16 SUP)
1. Queda expresamente derogado el Reglamento de
Régimen Electoral aprobado por el Acuerdo del Consejo
de Gobierno Provisional de fecha 14 de enero de 2004 y
modificado por los Acuerdos del Consejo de Gobierno
Provisional de 29 de enero de 2004, 6 de abril de 2004,
11 de enero de 2005 y 29 de septiembre de 2005 y por
los Acuerdos del Consejo de Gobierno de 13 de marzo de
2008, 21 de enero de 2009 y 24 de septiembre de 2009.
2. Quedan expresamente derogados los artículos 57, 58, 59,
60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74,
75, 76, 77 y 78 del Reglamento de la Delegación de
Alumnos de la Universitat Politècnica de València, aprobado
por el Consejo de Gobierno de 3 de noviembre de 2004.";;;1
300;"Elecciones";"Convocatoria de elecciones y calendario para Centros, Departamentos e Institutos Universitarios de Investigación";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";8/3/2012 0:00:00;8/3/2012 0:00:00;"Convocatoria de elecciones y calendario para Centros, Departamentos e Institutos Universitarios de Investigación (CG 08-03-2012) - BOUPV 57
Aprobada por el Consejo de Gobierno en su sesión de 8 de marzo de 2012";;"57";;0;0;28/6/2012 0:00:00;"fmbaena";25/2/2021 14:30:09;"fmbaena";25/2/2021 14:30:30;;;;1
301;"Informe";"Convenios firmados por la UPV y depositados en la Secretaría General de la universidad desde la publicación anterior del BOUPV";2;;;;;;;"Público";27/4/2012 0:00:00;;"Convenios firmados por la Universitat Politècnica de València y depositados en la Secretaría General de la Universitat desde la publicación del anterior número del BOUPV - BOUPV 58";;"58";;0;0;;"fmbaena";25/2/2021 14:30:54;"fmbaena";25/2/2021 14:31:09;;;;1
302;"Acuerdo";"Acuerdos del Consejo de Gobierno de 25 de abril de 2012";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";25/4/2012 0:00:00;;"Acuerdos del Consejo de Gobierno de 25 de abril de 2012 (CG 25-04-2012) - BOUPV 59
	· Aprobación de la modificación del punto 4 del procedimiento de valoración académica del profesorado no funcionario, a los efectos de su nombramiento como director académico de título o de su pertenencia a las comisiones académicas de título
	· Aprobación de elevar al Consejo Social la liquidación del Presupuesto 2011 de la Universitat Politècnica de València
	· Aprobación de elevar al Consejo Social los balances, cuenta de resultados y memoria económica de 2011 de la Fundación Ciudad Politécnica de la Innovación
	· Aprobación de elevar al Consejo Social los balances, cuenta de resultados y memoria económica de 2011 de la Fundación SERVIPOLI
	· Aprobación del Índice de Actividad Académica del profesorado
	· Aprobación de los siguientes Títulos Propios:
		· Máster en Innovación e Internacionalización
		· Especialista Universitario en Gestión Estratégica e Innovación
		· Especialista Universitario en Internacionalización
		· Máster en Gestión de Proyectos con SAP-PS
	· Aprobación de la modificación del Índice de Actividad Docente (IAD) para el curso 2011-2012
	· Aprobación de la modificación del Índice de Actividad Docente (IAD) para el curso 2012-2013
	· Aprobación de la evaluación curricular de alumnos";;"59";;0;0;;"fmbaena";25/2/2021 14:31:32;"fmbaena";25/2/2021 14:32:09;;;;1
